title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG
Italian for Beginners,1/18/2002,,,Miramax,4544753,6985300,Foreign,0,0,,R,112,99,R,Foreign,174,2002,0,0,0,1,0,0,1,0,0,0,0
The Italian Job,5/30/2003,60000000,['F. Gary Gray'],Paramount,106128601,157168900,Action / Crime,0,0,"['Tim Bevan', 'Donald De Line', 'Eric Fellner']",PG-13,111,2877,PG-13,Act_Adven,160,2003,1,0,0,0,0,1,0,0,0,0,0
Ivory Tower,6/13/2014,,,Samuel Goldwyn,106771,116100,Documentary,0,0,,PG-13,90,12,PG-13,Documentary,34,2014,1,0,0,0,0,1,0,0,0,0,0
J. Edgar,11/9/2011,35000000,['Clint Eastwood'],Warner Bros.,37306030,42534300,Drama,0,0,"['Clint Eastwood', 'Brian Grazer', 'Ron Howard', 'Robert Lorenz', 'Tim Moore']",R,137,1985,R,Drama,106,2011,0,0,1,0,0,0,1,0,0,0,0
Jabberwocky,12/5/1977,,['Terry Gilliam'],Cinema 5,,,Unknown,0,0,,PG,105,,PG,None,,1977,0,0,1,0,0,0,0,1,0,0,0
Jack,8/9/1996,45000000,,Buena Vista,58620973,118435600,Family Comedy,0,0,,PG-13,113,2232,PG-13,Family,,1996,1,0,0,0,0,1,0,0,0,0,0
Jack and Diane,11/2/2012,,,Magnolia,1142,1300,Romance,0,0,,R,,2,R,Romance,,2012,0,0,1,0,0,0,1,0,0,0,0
Jack and Jill,11/11/2011,79000000,['Dennis Dugan'],Sony / Columbia,74158157,84541900,Comedy,0,0,"['Allen Covert', 'Todd Garner', 'Jack Giarraputo', 'Tim Herlihy', 'Steve Koren', 'Adam Sandler', 'Robert Smigel']",PG,91,3438,PG,Comedy,107,2011,0,0,1,0,0,0,0,1,0,0,0
Jack and Sarah,3/22/1996,,,Gramercy,218626,441700,Unknown,0,0,,PG,110,29,PG,None,97,1996,0,0,0,0,1,0,0,1,0,0,0
Jack and the Cuckoo-Clock Heart,9/24/2014,,,Shout! Factory,,,Animation,0,0,,PG,89,,PG,Animation,,2014,0,1,0,0,0,0,0,1,0,0,0
Jack Frost,12/11/1998,85000000,,Warner Bros.,34562556,64847700,Family,0,0,"['Mark Canton', 'Michael Tadross']",PG,102,2152,PG,Family,,1998,0,0,1,0,0,0,0,1,0,0,0
Jack Goes Boating,9/17/2010,,['Philip Seymour Hoffman'],Overture Films,541992,608800,Comedy,0,0,['Philip Seymour Hoffman'],R,89,90,R,Comedy,90,2010,0,1,0,0,0,0,1,0,0,0,0
Jack Reacher,12/21/2012,60000000,['Christopher McQuarrie'],Paramount,80070736,89584800,Crime Drama,0,0,"['Tom Cruise', 'David Ellison', 'Dana Goldberg', 'Paul Schwake', 'Paula Wagner']",PG-13,130,3352,PG-13,Crime_Thriller,90,2012,0,0,1,0,0,1,0,0,0,0,0
Jack Reacher: Never Go Back,10/21/2016,60000000,['Edward Zwick'],Paramount,58697076,59630800,Crime Drama,0,0,"['Tom Cruise', 'David Ellison', 'Don Granger']",PG-13,118,3780,PG-13,Crime_Thriller,83,2016,0,1,0,0,0,1,0,0,0,0,0
Jack Ryan: Shadow Recruit,1/17/2014,60000000,['Kenneth Branagh'],Paramount,50577412,56735600,Action Thriller,0,0,"['Lorenzo di Bonaventura', 'David Ellison', 'Dana Goldberg', 'Mark Vahradian']",PG-13,100,3387,PG-13,Act_Adven,76,2014,0,0,0,1,0,1,0,0,0,0,0
Jack the Bear,4/2/1993,,,Fox,5145823,11099600,Comedy / Drama,0,0,,PG-13,99,1071,PG-13,Comedy,,1993,0,0,0,0,1,1,0,0,0,0,0
Jack the Giant Slayer,3/1/2013,195000000,['Bryan Singer'],Warner Bros. (New Line),65187603,73031600,Adventure,0,0,"['Jon Jashni', 'Neal H. Moritz']",PG-13,114,3525,PG-13,Act_Adven,104,2013,0,0,0,0,1,1,0,0,0,0,0
The Jackal,11/14/1997,60000000,['Michael Caton-Jones'],Universal,54930280,106868700,Action Thriller,0,0,['Mark Gordon'],R,125,2309,R,Act_Adven,,1997,0,0,1,0,0,0,1,0,0,0,0
Jackass 3-D,10/15/2010,20000000,['Jeff Tremaine'],Paramount,117229692,130694300,Comedy,0,0,"['Spike Jonze', 'Jeff Tremaine']",R,94,3139,R,Comedy,97,2010,0,1,0,0,0,0,1,0,0,0,0
Jackass Presents: Bad Grandpa,10/25/2013,15000000,['Jeff Tremaine'],Paramount,102003019,109139300,Comedy,1,0,"['Spike Jonze', 'Johnny Knoxville', 'Jeff Tremaine']",R,93,3345,R,Comedy,90,2013,0,1,0,0,0,0,1,0,0,0,0
Jackass: Number Two,9/22/2006,11500000,['Jeff Tremaine'],Paramount,72778712,99223500,Comedy,0,0,"['Spike Jonze', 'Jeff Tremaine']",R,95,3063,R,Comedy,69,2006,0,1,0,0,0,0,1,0,0,0,0
Jackass: The Movie,10/25/2002,5000000,['Jeff Tremaine'],Paramount,64255312,98743500,Comedy,0,0,"['Spike Jonze', 'Jeff Tremaine']",R,80,2532,R,Comedy,83,2002,0,1,0,0,0,0,1,0,0,0,0
The Jacket,3/4/2005,,,Warner Independent,6303762,8782000,Horror Thriller,0,0,"['Jennifer Fox', 'Steven Soderbergh']",R,102,1331,R,Horror,83,2005,0,0,0,0,1,0,1,0,0,0,0
Jackie,12/2/2016,,['Pablo Larrain'],Fox Searchlight,13960394,14133900,Drama,3,0,,R,95,508,R,Drama,139,2016,0,0,1,0,0,0,1,0,0,0,0
Jackie & Ryan,7/3/2015,,['Ami Canaan Mann'],Main Street Films,,,Drama,0,0,,PG-13,90,,PG-13,Drama,,2015,1,0,0,0,0,1,0,0,0,0,0
Jackie Brown,12/25/1997,12000000,['Quentin Tarantino'],Miramax,39673162,75688900,Crime,1,0,['Lawrence Bender'],R,151,1642,R,Crime_Thriller,,1997,0,0,1,0,0,0,1,0,0,0,0
Jackie Chan in Shinjuku Incident,2/5/2010,15000000,,Columbia,,,Crime Thriller,0,0,,R,120,,R,Crime_Thriller,,2010,0,0,0,1,0,0,1,0,0,0,0
Jackie Chan's First Strike,1/10/1997,,['Stanley Tong'],New Line,15318863,29803400,Action,0,0,,PG-13,85,1344,PG-13,Act_Adven,,1997,0,0,0,1,0,1,0,0,0,0,0
Jacknife,3/10/1989,,,Cineplex Odeon,2049769,4610700,Unknown,0,0,,R,102,109,R,None,90,1989,0,0,0,0,1,0,1,0,0,0,0
Jacob's Ladder,11/2/1990,,['Adrian Lyne'],TriStar,26118851,55139800,Horror Thriller,0,0,,R,116,1264,R,Horror,,1990,0,0,1,0,0,0,1,0,0,0,0
Jade,10/13/1995,,['William Friedkin'],Paramount,9851610,20224100,Thriller,0,0,,R,94,2164,R,Crime_Thriller,,1995,0,1,0,0,0,0,1,0,0,0,0
Jagged Edge,10/4/1985,,,Columbia,40491165,101855200,Thriller,1,0,,R,108,1139,R,Crime_Thriller,,1985,0,1,0,0,0,0,1,0,0,0,0
Jailbait,8/4/2006,,,Kindred Media Group,5741,7800,Drama,0,0,,R,88,3,R,Drama,34,2006,1,0,0,0,0,0,1,0,0,0,0
Jake Speed,5/30/1986,,,New World,1943751,4678600,Unknown,0,0,,PG,104,795,PG,None,,1986,1,0,0,0,0,0,0,1,0,0,0
Jake Squared,8/15/2014,,,Freestyle Releasing,2592,2800,Comedy / Drama,0,0,,R,100,1,R,Comedy,6,2014,1,0,0,0,0,0,1,0,0,0,0
Jake's Corner,9/5/2008,,,Emerging Pictures,12522,15600,Comedy / Drama,0,0,,PG,96,8,PG,Comedy,2,2008,0,1,0,0,0,0,0,1,0,0,0
Jakob the Liar,9/24/1999,45000000,,Sony / Columbia,4956401,8712700,War Drama,0,0,,PG-13,120,1200,PG-13,War,,1999,0,1,0,0,0,1,0,0,0,0,0
James and the Giant Peach,4/12/1996,,['Henry Selick'],Buena Vista,28946127,58481700,Animation,1,0,"['Tim Burton', 'Denise Di Novi']",PG,80,2268,PG,Animation,,1996,0,0,0,0,1,0,0,1,0,0,0
James Cameron's Deepsea Challenge 3D,8/8/2014,,,DisruptiveLA,235659,252600,Documentary,0,0,,PG,91,304,PG,Documentary,6,2014,1,0,0,0,0,0,0,1,0,0,0
James Wan Presents Demonic  - Box Office Mojo,,,,Weinstein / Dimension,,,Horror,0,0,['James Wan'],R,,,R,Horror,,,0,0,0,0,0,0,1,0,0,0,0
James White,11/13/2015,,['Josh Mond'],The Film Arcade,101368,104000,Drama,0,0,"['Antonio Campos', 'Sean Durkin', 'Melody C. Roscher']",R,85,12,R,Drama,37,2015,0,0,1,0,0,0,1,0,0,0,0
Jane,10/20/2017,,['Brett Morgen'],Abramorama,1258810,1258800,Documentary,0,0,,PG,90,96,PG,Documentary,,2017,0,1,0,0,0,0,0,1,0,0,0
The Jane Austen Book Club,9/21/2007,,['Robin Swicord'],Sony Classics,3575227,4640500,Romantic Comedy,0,0,,PG-13,105,1232,PG-13,Romance,90,2007,0,1,0,0,0,1,0,0,0,0,0
Jane Eyre,3/11/2011,,['Cary Fukunaga'],Focus Features,11242660,12520800,Romance,1,0,,PG-13,121,319,PG-13,Romance,125,2011,0,0,0,0,1,1,0,0,0,0,0
Jane Eyre,4/12/1996,,,Miramax,5200601,10507100,Romance,0,0,,PG,112,35,PG,Romance,,1996,0,0,0,0,1,0,0,1,0,0,0
Jane Got a Gun,1/29/2016,,"[""Gavin O'Connor""]",Weinstein Company,1513793,1575500,Western,0,0,['Natalie Portman'],R,98,1210,R,Western,27,2016,0,0,0,1,0,0,1,0,0,0,0
Janky Promoters,10/16/2009,10000000,['Marcus Raboy'],Third Rail Releasing,9069,11300,Comedy,0,0,,R,,22,R,Comedy,6,2009,0,1,0,0,0,0,1,0,0,0,0
The January Man,1/13/1989,,,MGM,4611062,10372000,Unknown,0,0,,R,97,883,R,None,,1989,0,0,0,1,0,0,1,0,0,0,0
Japanese Story,12/31/2003,,,IDP,647054,930500,Unknown,0,0,['Simon Beaufoy'],R,110,21,R,None,,2003,0,0,1,0,0,0,1,0,0,0,0
Jarhead,11/4/2005,72000000,['Sam Mendes'],Universal,62658220,87283100,War Drama,0,0,"['Bobby Cohen', 'Lucy Fisher', 'Sam Mercer', 'Douglas Wick']",R,115,2448,R,War,76,2005,0,0,1,0,0,0,1,0,0,0,0
Jason Bourne,7/29/2016,120000000,['Paul Greengrass'],Universal,162434410,170419600,Action,0,0,"['Matt Damon', 'Paul Greengrass', 'Frank Marshall']",PG-13,123,4039,PG-13,Act_Adven,146,2016,1,0,0,0,0,1,0,0,0,0,0
Jason Goes to Hell: The Final Friday,8/13/1993,,,New Line,15935068,34372000,Horror,0,0,,R,88,1355,R,Horror,,1993,1,0,0,0,0,0,1,0,0,0,0
Jason X,4/26/2002,11000000,,New Line,13121555,20167900,Sci-Fi Horror,0,0,,R,93,1879,R,Fantasy_Scifi,34,2002,0,0,0,0,1,0,1,0,0,0,0
Jason's Lyric,9/30/1994,,['Doug McHenry'],Gramercy,20851521,44546400,Romance,0,0,,R,120,804,R,Romance,,1994,0,1,0,0,0,0,1,0,0,0,0
Java Heat,5/10/2013,,,IFC,1061,1100,Action,0,0,,R,104,1,R,Act_Adven,,2013,1,0,0,0,0,0,1,0,0,0,0
Jawbreaker,2/19/1999,3500000,,Sony / Columbia,3117085,5479400,Comedy,0,0,,R,112,801,R,Comedy,,1999,0,0,0,1,0,0,1,0,0,0,0
Jaws,6/20/1975,7000000,['Steven Spielberg'],Universal,260000000,1143743800,Horror Thriller,0,0,,PG,125,675,PG,Horror,,1975,1,0,0,0,0,0,0,1,0,0,0
Jaws 2,6/16/1978,,,Universal,81766007,296664000,Horror Thriller,0,0,,PG,116,640,PG,Horror,,1978,1,0,0,0,0,0,0,1,0,0,0
Jaws 2,2/15/1980,,,Universal,81766007,13374200,Unknown,0,0,,PG,117,26,PG,None,,1980,0,0,0,1,0,0,0,1,0,0,0
Jaws 3-D,7/22/1983,,,Universal,45517055,129037200,Horror,0,0,,PG,99,1311,PG,Horror,,1983,1,0,0,0,0,0,0,1,0,0,0
Jaws IV: The Revenge,7/17/1987,,,Universal,20763013,47420400,Horror,0,0,,PG-13,89,1611,PG-13,Horror,,1987,1,0,0,0,0,1,0,0,0,0,0
Jay and Silent Bob Strike Back,8/24/2001,22000000,['Kevin Smith'],Miramax,30085147,47466500,Comedy,0,0,,R,104,2765,R,Comedy,,2001,1,0,0,0,0,0,1,0,0,0,0
Jayne Mansfield's Car,9/13/2013,,['Billy Bob Thornton'],Anchor Bay Films,14836,16900,Drama,0,0,,R,122,11,R,Drama,13,2013,0,1,0,0,0,0,1,0,0,0,0
Jazz in the Diamond District,4/24/2009,,,Truly Indie,7634,9500,Music Drama,0,0,,R,79,1,R,Musical,6,2009,0,0,0,0,1,0,1,0,0,0,0
The Jazz Singer,12/19/1980,,,Universal,27118000,90023700,Music Drama,0,0,,PG,115,,PG,Musical,,1980,0,0,1,0,0,0,0,1,0,0,0
JCVD,11/7/2008,,,Peace Arch Entertainment,470691,585400,Action,0,0,,R,92,28,R,Act_Adven,72,2008,0,0,1,0,0,0,1,0,0,0,0
Jean de Florette,6/26/1987,,,Orion Classics,4940939,11284500,Foreign,0,0,,PG,121,,PG,Foreign,,1987,1,0,0,0,0,0,0,1,0,0,0
Jeepers Creepers,8/31/2001,10000000,['Victor Salva'],United Artists,37904175,59802900,Horror,0,0,,R,90,2944,R,Horror,,2001,1,0,0,0,0,0,1,0,0,0,0
Jeepers Creepers 2,8/29/2003,17000000,['Victor Salva'],United Artists,35667218,52820600,Horror,0,0,,R,106,3124,R,Horror,126,2003,1,0,0,0,0,0,1,0,0,0,0
"Jeff, Who Lives at Home",3/16/2012,,"['Jay Duplass', 'Mark Duplass']",Paramount Vantage,4269426,4751300,Comedy,0,0,"['Steven M. Rales', 'Jason Reitman']",R,83,513,R,Comedy,62,2012,0,0,0,0,1,0,1,0,0,0,0
Jefferson in Paris,3/31/1995,,['James Ivory'],Buena Vista,2473668,5078100,Historical Drama,0,0,,PG-13,139,351,PG-13,Historical,97,1995,0,0,0,0,1,1,0,0,0,0,0
Jeffrey,8/4/1995,,,Orion Classics,3487767,7159900,Comedy / Drama,0,0,,R,92,63,R,Comedy,,1995,1,0,0,0,0,0,1,0,0,0,0
Jekyll and Hyde Together Again,10/1/1982,,['Jerry Belson'],Paramount,3792188,11518500,Unknown,0,0,"['Lawrence Gordon', 'Joel Silver']",R,87,300,R,None,,1982,0,1,0,0,0,0,1,0,0,0,0
Jem and the Holograms,10/23/2015,5000000,['Jon Chu'],Universal,2184640,2242400,Musical,0,0,"['Jason Blum', 'Scooter Braun', 'Jon Chu']",PG,118,2417,PG,Musical,13,2015,0,1,0,0,0,0,0,1,0,0,0
Jennifer 8,11/6/1992,,,Paramount,11390479,24510100,Thriller,0,0,['Scott Rudin'],R,125,1002,R,Crime_Thriller,,1992,0,0,1,0,0,0,1,0,0,0,0
Jennifer's Body,9/18/2009,16000000,['Karyn Kusama'],Fox,16204793,19223400,Horror Comedy,0,0,"['Diablo Cody', 'Daniel Dubiecki', 'Mason Novick', 'Jason Reitman']",R,102,2738,R,Horror,65,2009,0,1,0,0,0,0,1,0,0,0,0
Jenny's Wedding,7/31/2015,,,IFC,4704,5100,Comedy,0,0,,PG-13,94,2,PG-13,Comedy,20,2015,1,0,0,0,0,1,0,0,0,0,0
Jeremiah Johnson,12/21/1972,,['Sydney Pollack'],Warner Bros.,,,Western,0,0,['Joe Wizan'],GP,108,,GP,Western,,1972,0,0,1,0,0,0,0,0,0,1,0
Jeremiah Tower,4/21/2017,,,The Orchard,228153,227700,Documentary,0,0,,R,102,33,R,Documentary,69,2017,0,0,0,0,1,0,1,0,0,0,0
Jeremy Scott The People's Designer,9/18/2015,,,Vladar Company,,,Documentary,0,0,,PG-13,110,,PG-13,Documentary,,2015,0,1,0,0,0,1,0,0,0,0,0
The Jerk,12/14/1979,,,Universal,73691419,262177000,Comedy,0,0,,R,94,525,R,Comedy,,1979,0,0,1,0,0,0,1,0,0,0,0
The Jerky Boys,2/3/1995,,,Buena Vista,7557877,15515400,Comedy,0,0,"['Roger Birnbaum', 'Jonathan Glickman', 'Joe Roth']",R,82,1513,R,Comedy,,1995,0,0,0,1,0,0,1,0,0,0,0
Jerry Maguire,12/13/1996,50000000,['Cameron Crowe'],Sony / Columbia,153952592,302986500,Comedy / Drama,6,1,"['Laurence Mark', 'Richard Sakai']",R,138,2531,R,Comedy,,1996,0,0,1,0,0,0,1,0,0,0,0
Jersey Boys,6/20/2014,40000000,['Clint Eastwood'],Warner Bros.,47047013,51341800,Musical,0,0,"['Clint Eastwood', 'Tim Headington', 'Graham King', 'Robert Lorenz', 'Tim Moore', 'Brett Ratner']",R,134,2905,R,Musical,97,2014,1,0,0,0,0,0,1,0,0,0,0
Jersey Girl,3/26/2004,35000000,['Kevin Smith'],Miramax,25268157,36335700,Comedy / Drama,0,0,,PG-13,103,1821,PG-13,Comedy,97,2004,0,0,0,0,1,1,0,0,0,0,0
Jersey Guy,4/25/2003,,,Castle Hill,4268,6300,Unknown,0,0,,R,90,3,R,None,,2003,0,0,0,0,1,0,1,0,0,0,0
Jeruzalem,1/22/2016,,,Epic Pictures,11287,11600,Horror,0,0,,R,94,1,R,Horror,,2016,0,0,0,1,0,0,1,0,0,0,0
Jessabelle,11/7/2014,,,Lionsgate,,,Horror,0,0,['Jason Blum'],PG-13,90,,PG-13,Horror,,2014,0,0,1,0,0,1,0,0,0,0,0
Jesus Camp,9/15/2006,,,Magnolia,902544,1228400,Documentary,1,0,,PG-13,85,52,PG-13,Documentary,153,2006,0,1,0,0,0,1,0,0,0,0,0
Jesus Henry Christ,4/20/2012,,,Entertainment One,20183,22200,Comedy / Drama,0,0,['Julia Roberts'],PG-13,95,3,PG-13,Comedy,44,2012,0,0,0,0,1,1,0,0,0,0,0
Jesus of Montreal,5/25/1990,,,Orion Classics,1601612,3381200,Foreign,0,0,,R,120,21,R,Foreign,174,1990,1,0,0,0,0,0,1,0,0,0,0
Jesus' Son,6/16/2000,2500000,,Lions Gate,1302067,2157200,Drama,0,0,,R,105,95,R,Drama,,2000,1,0,0,0,0,0,1,0,0,0,0
Jet Lag,6/13/2003,,,Miramax,544964,807100,Unknown,0,0,,R,91,24,R,None,90,2003,1,0,0,0,0,0,1,0,0,0,0
Jet Lag,2/21/2003,,,Christal Films,250000,370200,Unknown,0,0,,R,91,40,R,None,23,2003,0,0,0,1,0,0,1,0,0,0,0
Jet Li's Fearless,9/22/2006,,['Ronny Yu'],Rogue Pictures,24633730,33584600,Action,0,0,,PG-13,103,1810,PG-13,Act_Adven,55,2006,0,1,0,0,0,1,0,0,0,0,0
Jet Pilot,10/5/1957,0,['Josef Von Sternberg'],Universal,0,,Act_Adven,0,,"Jules Furthman, Howard Hughes",G,113,,G,Act_Adven,0,1957,0,1,0,0,0,0,0,0,1,0,0
Jetsons: The Movie,7/6/1990,,,Universal,20305841,42867900,Animation,0,0,,G,82,1566,G,Animation,,1990,1,0,0,0,0,0,0,0,1,0,0
The Jewel of the Nile,12/13/1985,,,Fox,75973200,184992400,Adventure,0,0,['Michael Douglas'],PG,115,1490,PG,Act_Adven,,1985,0,0,1,0,0,0,0,1,0,0,0
JFK,12/20/1991,,['Oliver Stone'],Warner Bros.,70405498,151186800,Drama / Thriller,8,2,['Arnon Milchan'],R,206,1395,R,Drama,167,1991,0,0,1,0,0,0,1,0,0,0,0
Jigsaw,10/27/2017,10000000,"['Michael Spierig', 'Peter Spierig']",Lionsgate,37623226,37623200,Horror,0,0,,R,91,2941,R,Horror,,2017,0,1,0,0,0,0,1,0,0,0,0
The Jigsaw Man,12/5/1983,,,United Film Distribution Company,,,Unknown,0,0,,PG,94,,PG,None,,1983,0,0,1,0,0,0,0,1,0,0,0
Jimi: All Is By My Side,9/26/2014,,['John Ridley'],Xlrator Media,340911,376800,Music Drama,0,0,['John Ridley'],R,118,75,R,Musical,20,2014,0,1,0,0,0,0,1,0,0,0,0
Jiminy Glick in La La Wood,5/6/2005,,,MGM,36039,50200,Comedy,0,0,"['Paul Brooks', 'Scott Niemeyer', 'Peter Safran']",R,90,24,R,Comedy,6,2005,1,0,0,0,0,0,1,0,0,0,0
Jimmy Carter Man from Plains,10/26/2007,,['Jonathan Demme'],Sony Classics,108807,139700,Documentary,0,0,['Jeff Skoll'],PG,120,21,PG,Documentary,118,2007,0,1,0,0,0,0,0,1,0,0,0
Jimmy Hollywood,4/1/1994,30000000,['Barry Levinson'],Paramount,3783003,8081900,Crime Comedy,0,0,"['Mark Johnson', 'Barry Levinson']",R,117,944,R,Crime_Thriller,,1994,0,0,0,0,1,0,1,0,0,0,0
Jimmy Neutron: Boy Genius,12/21/2001,30000000,,Paramount,80936232,125506100,Animation,0,0,,G,82,3151,G,Animation,118,2001,0,0,1,0,0,0,0,0,1,0,0
The Jimmy Show,12/13/2002,,,First Look,1000,1500,Unknown,0,0,,R,99,1,R,None,6,2002,0,0,1,0,0,0,1,0,0,0,0
Jimmy's Hall,7/3/2015,,['Ken Loach'],Sony Classics,560592,605400,Historical Drama,0,0,,PG-13,109,47,PG-13,Historical,125,2015,1,0,0,0,0,1,0,0,0,0,0
Jindabyne,4/27/2007,,,Sony Classics,400438,519800,Drama,0,0,,R,123,25,R,Drama,132,2007,0,0,0,0,1,0,1,0,0,0,0
Jingle All the Way,11/22/1996,60000000,,Fox,60592389,121645100,Family Comedy,0,0,"['Chris Columbus', 'Richard Vane']",PG,88,2404,PG,Family,,1996,0,0,1,0,0,0,0,1,0,0,0
Jinn,4/4/2014,,,Freestyle Releasing,202348,216900,Thriller,0,0,,PG-13,97,201,PG-13,Crime_Thriller,6,2014,0,0,0,0,1,1,0,0,0,0,0
Jinxed,10/22/1982,,['Sam Peckinpah'],MGM,2869638,8716300,Unknown,0,0,,R,103,877,R,None,,1982,0,1,0,0,0,0,1,0,0,0,0
Jiro Dreams of Sushi,3/9/2012,,['David Gelb'],Magnolia,2552478,2824300,Foreign,0,0,,PG,81,80,PG,Foreign,167,2012,0,0,0,0,1,0,0,1,0,0,0
"Jo Jo Dancer, Your Life is Calling",5/2/1986,,['Richard Pryor'],Columbia,18034150,43408300,Drama,0,0,,R,98,1203,R,Drama,,1986,1,0,0,0,0,0,1,0,0,0,0
Joan Rivers: A Piece of Work,6/11/2010,,,IFC,2930687,3292000,Documentary,0,0,,R,84,115,R,Documentary,97,2010,1,0,0,0,0,0,1,0,0,0,0
Jobs,8/16/2013,12000000,['Joshua Michael Stern'],Open Road Films,16131410,18371300,Drama,0,0,,PG-13,122,2381,PG-13,Drama,48,2013,1,0,0,0,0,1,0,0,0,0,0
Jocks,11/14/1986,,,Crown,120808,290800,Unknown,0,0,,R,90,,R,None,,1986,0,0,1,0,0,0,1,0,0,0,0
Jodorowsky's Dune,3/21/2014,,,Sony Classics,647280,697200,Documentary,0,0,,PG-13,90,61,PG-13,Documentary,132,2014,0,0,0,0,1,1,0,0,0,0,0
Joe,7/15/1970,,,Cannon Films,19319254,111303800,Drama / Thriller,0,0,,R,107,,R,Drama,,1970,1,0,0,0,0,0,1,0,0,0,0
Joe,4/11/2014,,['David Gordon Green'],Roadside Attractions,373375,400300,Drama,0,0,"['David Gordon Green', 'Jody Hill', 'Danny McBride']",R,117,48,R,Drama,41,2014,0,0,0,0,1,0,1,0,0,0,0
Joe Dirt,4/11/2001,17700000,,Sony / Columbia,27087695,42737300,Comedy,0,0,"['Jack Giarraputo', 'Adam Sandler', 'Robert Simonds']",PG-13,91,2638,PG-13,Comedy,,2001,0,0,0,0,1,1,0,0,0,0,0
Joe Gould's Secret,4/7/2000,,['Stanley Tucci'],USA Films,468684,776500,Unknown,0,0,,R,104,33,R,None,,2000,0,0,0,0,1,0,1,0,0,0,0
Joe Kidd,7/14/1972,,,Universal,6330000,33251100,Western,0,0,,PG,88,,PG,Western,,1972,1,0,0,0,0,0,0,1,0,0,0
Joe Somebody,12/21/2001,38000000,,Fox,22771646,35328400,Comedy,0,0,"['Anne Kopelson', 'Arnold Kopelson', 'Arnon Milchan']",PG,98,2517,PG,Comedy,104,2001,0,0,1,0,0,0,0,1,0,0,0
Joe the King,10/15/1999,,,Trimark,60279,106000,Drama,0,0,,R,93,18,R,Drama,,1999,0,1,0,0,0,0,1,0,0,0,0
Joe Versus the Volcano,3/9/1990,,,Warner Bros.,39404261,83186800,Romantic Comedy,0,0,"['Kathleen Kennedy', 'Frank Marshall', 'Steven Spielberg']",PG,102,1802,PG,Romance,,1990,0,0,0,0,1,0,0,1,0,0,0
Joe's Apartment,7/26/1996,,['John Payson'],Warner Bros.,4619014,9332100,Fantasy Comedy,0,0,,PG-13,80,1512,PG-13,Fantasy_Scifi,,1996,1,0,0,0,0,1,0,0,0,0,0
John and Mary,12/14/1969,,['Peter Yates'],Fox,,,Drama,0,0,['Ben Kadish'],R,92,,R,Drama,,1969,0,0,1,0,0,0,1,0,0,0,0
John Carpenter's Ghosts of Mars,8/24/2001,28000000,['John Carpenter'],Sony / Screen Gems,8709640,13741500,Sci-Fi Horror,0,0,,R,98,2048,R,Fantasy_Scifi,,2001,1,0,0,0,0,0,1,0,0,0,0
John Carpenter's Vampires,10/30/1998,20000000,['John Carpenter'],Sony / Columbia,20308772,38157500,Horror,0,0,,R,108,1793,R,Horror,,1998,0,1,0,0,0,0,1,0,0,0,0
John Carter,3/9/2012,250000000,['Andrew Stanton'],Buena Vista,73078100,82151000,Sci-Fi Adventure,0,0,['Colin Wilson'],PG-13,132,3749,PG-13,Fantasy_Scifi,111,2012,0,0,0,0,1,1,0,0,0,0,0
John Dies at the End,1/25/2013,,,Magnolia,141951,159400,Fantasy Comedy,0,0,,R,99,19,R,Fantasy_Scifi,76,2013,0,0,0,1,0,0,1,0,0,0,0
John Q.,2/15/2002,36000000,['Nick Cassavetes'],New Line,71756802,110290600,Drama / Thriller,0,0,['Michael De Luca'],PG-13,112,2505,PG-13,Drama,76,2002,0,0,0,1,0,1,0,0,0,0,0
John Tucker Must Die,7/28/2006,18000000,['Betty Thomas'],Fox,41011711,55913700,Comedy,0,0,['Bob Cooper'],PG-13,87,2566,PG-13,Comedy,97,2006,1,0,0,0,0,1,0,0,0,0,0
John Wick,10/24/2014,20000000,"['David Leitch', 'Chad Stahelski']",Lionsgate/Summit,43037835,46312800,Action,0,0,"['Basil Iwanyk', 'David Leitch', 'Eva Longoria', 'Keanu Reeves', 'Chad Stahelski', 'Mike Witherill']",R,96,2589,R,Act_Adven,90,2014,0,1,0,0,0,0,1,0,0,0,0
John Wick: Chapter Two,2/10/2017,,['Chad Stahelski'],Lionsgate/Summit,92029184,92954200,Action,0,0,['Basil Iwanyk'],R,122,3113,R,Act_Adven,76,2017,0,0,0,1,0,0,1,0,0,0,0
Johnny Be Good,3/25/1988,,['Bud S. Smith'],Orion Pictures,17550399,38132600,Comedy,0,0,,R,86,1194,R,Comedy,,1988,0,0,0,0,1,0,1,0,0,0,0
Johnny Dangerously,12/21/1984,,['Amy Heckerling'],Fox,17124395,43704500,Crime Comedy,0,0,,PG-13,90,1106,PG-13,Crime_Thriller,,1984,0,0,1,0,0,1,0,0,0,0,0
Johnny English,7/18/2003,40000000,,Universal,28082366,41588000,Comedy,0,0,"['Tim Bevan', 'Eric Fellner']",PG,88,2236,PG,Comedy,69,2003,1,0,0,0,0,0,0,1,0,0,0
Johnny English Reborn,10/21/2011,45000000,['Oliver Parker'],Universal,8305970,9341600,Action Comedy,0,0,"['Rowan Atkinson', 'Tim Bevan', 'Eric Fellner']",PG,101,1554,PG,Act_Adven,34,2011,0,1,0,0,0,0,0,1,0,0,0
